evaluation,method,metric,N_total,N_finite,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high
fixed_0.5_and_probability,EIA_BLEND_090,precision_fixed,40,40,0.22383353067629175,0.18662198137362362,0.1633615006475832,0.06742796497743775,0.3392470106190146,0.16893633041929293,0.28356574441364646
fixed_0.5_and_probability,EIA_BLEND_090,recall_fixed,40,40,0.5197811536823114,0.29508322537503223,0.4783894235687872,0.22642170936213007,0.7976215097178896,0.42922694556621466,0.6100295407477337
fixed_0.5_and_probability,EIA_BLEND_090,specificity_fixed,40,40,0.9949273491770182,0.0032450464626835257,0.9956045855697502,0.9929042230932477,0.9972233559180783,0.9939053017676529,0.9959014224151851
fixed_0.5_and_probability,EIA_BLEND_090,soft_dice,40,40,0.24562399141023078,0.15025941879018279,0.2196780350409674,0.12069085226977486,0.319688849110811,0.20101327895480106,0.2920614497096126
fixed_0.5_and_probability,EIA_BLEND_090,brier_score,40,40,0.005253833423369927,0.002331836347505448,0.0048420050493755,0.003398552784192375,0.00687389475803445,0.004556087109839664,0.005968563751636547
fixed_0.5_and_probability,EIA_BLEND_090,average_precision,40,40,0.5527887390304242,0.1958594478446953,0.5690746366808433,0.3897229942346019,0.6992687237747447,0.4928497755932077,0.6113730233083543
fixed_0.5_and_probability,EIA_BLEND_090,target_probability_mass,40,40,13312.28932569027,14159.559970104761,8355.971206665039,2969.7869749069214,16911.49363708496,9298.579956253172,17825.653866918685
fixed_0.5_and_probability,EIA_BLEND_090,outside_target_probability_mass,40,40,45997.45110546947,27141.450232936873,39116.00793015957,26959.600651502606,61663.898176044226,38018.897325035185,54630.32882401839
fixed_0.5_and_probability,EIA_BLEND_090,predicted_positive_voxels,40,40,57743.025,34858.464558243715,48079.0,30822.75,82946.75,47384.599375,68722.188125
fixed_0.5_and_probability,EIA_BLEND_090,volume_error_voxels,40,40,27432.325,43939.79780737737,25910.0,9383.25,58844.0,14254.14875,40729.288125
fixed_0.5_and_probability,EIA_LINEAR,dice_fixed,40,40,0.24192372871676032,0.15428775659005448,0.23027664120279706,0.10776677150443975,0.3149356803223826,0.1961020763069063,0.290555924965428
fixed_0.5_and_probability,EIA_LINEAR,iou_fixed,40,40,0.14719152272758768,0.11295066861525373,0.13012014940713434,0.05695810066829313,0.18690842351982356,0.11524383530458122,0.18368950611333504
fixed_0.5_and_probability,EIA_LINEAR,precision_fixed,40,40,0.23033493764662535,0.18966918066366223,0.17875689331365915,0.0751751929771795,0.35773233796253534,0.17421419170001545,0.28952822082806867
fixed_0.5_and_probability,EIA_LINEAR,recall_fixed,40,40,0.5328656617281946,0.2925075982054599,0.49568797182055235,0.2426442083316758,0.8049316903415105,0.44424026720355725,0.6204278247511126
fixed_0.5_and_probability,EIA_LINEAR,specificity_fixed,40,40,0.9949541256856254,0.003259592712037596,0.9956923555552222,0.9929142182089424,0.9972640944967344,0.9939184875917745,0.9959212947214342
fixed_0.5_and_probability,EIA_LINEAR,soft_dice,40,40,0.2861737347801731,0.16377099065229858,0.28291318770658347,0.1771353200143124,0.4002670238263678,0.23726891399925423,0.33621609687889703
fixed_0.5_and_probability,EIA_LINEAR,brier_score,40,40,0.005168085506657309,0.002461844723072895,0.004820311464131951,0.0033332930786990752,0.0069080374134381,0.0044259262436528515,0.005930502193600534
fixed_0.5_and_probability,EIA_LINEAR,average_precision,40,40,0.3517175063850192,0.2316759522010591,0.3041561766248225,0.16908819856438723,0.4905356244151174,0.28219828477763076,0.42335751521650794
